sentence,B2
Est-ce que je peux chercher mes valises ?,0
Que voulez-vous ?,0
À dimanche!,0
Le ministre de l'Education nationale a assuré que ces étudiants seront rémunérés pour la réalisation de ces tests.,1
"Dans certains pays, la prise de décision est aux mains d'un petit groupe de personnes ou de clans au sein du gouvernement qui considèrent les forêts primaires comme une source de revenus personnel à court terme, ce qui entraîne la conclusion de contrats rapportant principalement des bénéfices à l'investisseur et à certains fonctionnaires.",1
"C'est le cadre idéal pour un dîner romantique, mais c'est aussi un endroit tranquille pour les repas d'affaires.",0
"Je cherche cette adresse, vous pouvez m'aider ?",0
"Où sont les toilettes, s'il-vous-plaît ?",0
La digestion est plus difficile.,0
Elle est surprise que les étudiants soient toujours en retard.,0
Je vais prendre la formule à 15 euros.,0
"C'est une activité en plein développement car aujourd'hui on ne veut plus seulement profiter du pays ou du village qui nous accueille, mais on souhaite de plus en plus participer réellement à la vie de celui-ci.",0
L'important est que tu prennes du plaisir à écouter ces histoires.,0
"Hier, j'ai lu un peu et j'ai dormi sur le divan en cuir.",0
Il pensait qu'un chef pouvait manger des pizzas et des frites tous les jours.,0
"À l'âge d'un an, il entrera dans une école pour suivre une formation pendant six à huit mois.",0
Parce que ça renforce vraiment les interactions entre les enseignants et les élèves.,1
Les horaires de travail sont parfois décalés en fonction de la nature et de la disponibilité des publics contactés (le soir par exemple).,0
"C'est peut-être un petit frère, un gentil chien comme moi .",0
"Ils l'appelaient tous monseigneur, et ils riaient quand il faisait des contes.",1
Plus que ça.,0
J'adore ça.,0
Le Danemark est le premier pays du monde à autoriser l'accès à internet lors des examens qui peuvent parfois même compter pour la baccalauréat,0
"On dirait qu'elle ne les a jamais coupés, et ils forment autour de son visage comme une couronne de boucles noires.",0
Je vais m'en occuper.,0
Je tombe sur une dame aimable qui a l'air au courant de mon affaire.,0
J'ai un colis pour votre voisine mais elle n'est pas là.,0
Vous avez des frères et soeurs ?,0
Il eut acheté des méthodes pour apprendre la guitare.,1
Ils sont heureux.,0
"Elle fait ses devoirs puis prépare le dîner et finalement, elle regarde un film avant d'aller se coucher.",0
"C'est là, au bout de la rue.",0
"Un sondage auprès des Français, commandé à l'occasion de la Semaine du son qui commence lundi 21 janvier, montre l'influence majeure du bruit sur la vie quotidienne.",1
Presque tous les jeunes déclarent aimer leur collège ou leur lycée.,1
Le bureau est en face de la machine à café.,0
Cette loi avait pour objectif de permettre aux croyants et non-croyants de vivre ensemble.,1
"Excusez-moi, serait-il possible de changer de table ?",0
"Ce n'est une surprise pour personne: avec le semi-confinement et le télétravail, les conflits entre voisins ont augmenté.",0
"Écris-moi pour me raconter ce que tu fais, comment sont tes nouveaux collègues et comment ça va avec ton chef.",0
Je sors avec des amis.,0
La gestion de la complexité sera bien le défi majeur du XXIe siècle.,1
J'ai perdu ma montre.,0
Le soir vous pouvez faire un tour en bateau jusqu'à la Tour Eiffel.,0
"La salle internet est la deuxième salle après les toilettes, à gauche.",0
"En janvier dernier, j'ai voulu laisser un message sur le répondeur de mon frère.",0
un berger est une personne chargée de guider et de prendre soin des troupeaux de moutons ou plus généralement de bétail.,0
"Bonjour, je voudrais deux kilos de fraises et un kilo de haricots.",0
"Des sénateurs républicains mais aussi un démocrate s'étaient ouvertement déclarés contre son arrivée au poste de directrice du Bureau de la gestion et du budget à la Maison Blanche (OMB), un service très puissant, notamment chargé de développer le budget voulu par le président.",1
"Car, en fait, les Français n'ont pas franchement le beau rôle : désagréables, disant non à tout, préférant fumer plutôt que de manger, démarrant leur journée de travail à 10 h 30, ils sont aussi présentés comme étant les rois de l'infidélité, une pratique acceptée de tous, y compris des compagnes ou compagnons trompés.",1
Il est gros.,0
"Après une marche sur les Champs-Élysées, je suis au pied de la Tour Eiffel",0
Ils sont au lycée français.,0
"Il vient de demander la main de Bella et l'avenir semble briller, mais. Quand l'artiste donne le dernier coup de pinceau à sa toile, les nazis ont déjà commencé à expulser les juifs, contraints de quitter leurs maisons, emportant ce qu'ils peuvent.",1
"Je réponds toujours que ça n'a pas été difficile physiquement, mais que j'ai dû travailler sur l'image que donnait ce comique.",0
Il a déjà inventé une machine à enlever la peau des bananes !,0
"Oh, ça fait du bien de changer d'air quelques jours.",0
"Après le cours, vous boirez un verre en notre compagnie, vous rirez aux éclats et aurez du bon temps avec vos amis.",0
J'aurais voulu pouvoir quitter le bureau à 13h.,1
Je mange de l'herbe,0
"Il faut du temps et du courage pour soigner toute cette ménagerie En plus des animaux, il faut aussi s'occuper du potager de mon papy",0
"Nous devons apprendre une multitude de langages : scientifiques tels le numérique, les langues étrangères, les langages des sons et des images, le langage du corps.",1
"C'est la commémoration, c'est-à-dire la fête anniversaire, de la fin de la Seconde Guerre mondiale",0
J'ai passé une très bonne journée de vacances.,0
Quelle est ta chanson préférée dans le spectacle ?,0
"Si on cherche des côtés positifs à cette bluette, quelques répliques sont bien senties et des scènes comiques réussies, notamment quand il est question des subtilités de notre langue et des faux amis, ces mots qui se ressemblent entre anglais et français avec des significations différentes.",1
Anna s'amusait avec son frère quand il s'est cassé le bras gauche.,0
"Oui, je parle un peu.",0
Il y a deux possibilités : soit son accent lui permettra d'être connu et ce sera très bien.,0
Je fais du sport tous les jours.,0
"Non, c'est en fonction de la facilité de la chanson.",0
"Bonjour, ça va ?",0
Donne-moi de tes nouvelles plus souvent !,0
"Oui, des feux de forêt qui frappent le sud-est du pays depuis le mois de septembre et qui ont fait une 24e victime ce week-end",0
"Mets ça sur ton pied, ça va soulager la douleur.",0
"Voie 3, le TGV à destination de Marseille Saint Charles va partir",1
La tour Eiffel est le symbole de la ville de Paris,0
"Avec l'argent, notre professeur va acheter de la peinture et des crayons pour le cours de dessin.",0
Quel est votre avis ?,0
Ils s'étaient imaginé pouvoir surmonter le deuil en se lançant dans les travaux de rénovation.,1
La discipline est encore considérée comme réservée aux hommes.,1
Je propose que tout le monde apporte quelque chose à manger.,0
Vous deviez rendre des comptes à la justice pour vos crimes.,0
Mais pas de maison de poupées,0
J'ai peur du noir.,0
"Après ça, nous étions un peu fatigués",0
"""Le démon partit bien vite, et il se précipita dans le trou, où, hélas, il retrouva la méchante femme.",0
"OK, alors on se tient au courant pour samedi prochain ?",0
Le gâteau est dans le frigo.,0
"Née de la contraction anglaise de ""no-mobile phobia"", la nomophobie est, en simplifiant, une crainte obsédante et continuelle, de ne pas avoir son smartphone en état de marche avec soi.",1
"Des grosses parts pour les guerriers et pour Zahor, des petites parts pour les femmes et les enfants et enfin les os pour les chiens.",0
Le chien de ma voisine fais beaucoup de bruit.,0
"Des délires, il en a, l'artiste qui débarque d'Evry en Île-de-France avec un baccalauréat littéraire en poche",0
Je compte bien arriver dès huit heures.,0
Il est peu probable que tu doives souvent arroser les plantes.,1
"Ce métier ne convient que pour un début de carrière, dans la vente, par exemple.",0
Ils chevauchent un coq à taille humaine.,1
Ils faisaient une grande fête à chaque année.,0
Je t'appelerais dès que je reçois les documents,0
C'est le plat préféré de Manon,0
"Elle donne sur le jardin, vous y serez très bien.",0
La montée des valeurs humanistes est une réalité qui se poursuit et s'affirme.,1
Nous vous remercions de votre compréhension et nous vous souhaitons une excellente journée.,0
"Elle se déroule dans de nombreux pays, mais à des dates et avec des traditions différentes.",0
"Je suis allé voir où elle habite, sans rien dire à personne.",0
"Pour moi, c'est pas du tout frustrant, je suis très content de partir en France et ça faisait très longtemps que j'avais envie de venir en Bretagne, donc pour moi, c'était une très bonne opportunité.",0
Je vais donner des numéros !,0
"Plus que faire une visite, le promeneur remontera le temps et découvrira ainsi une partie de l'histoire de la région.",0
"En travaillant, je bois beaucoup de thé.",0
"Philae, qui s'est posé à l'ombre entre des rochers, a d'abord fonctionné avec une pile d'une durée de vie de 60 heures.",0
"Elle est chanteuse, et elle est malienne.",0
Rien d'autre.,0
C'est chouette !,0
Il sortit vivement le téléphone et jeta un oeil sur l'écran avant de répondre.,1
La balle est partie.,0
"Aujourd'hui, c'est une tarte aux framboises avec de la confiture faite maison",0
"A quelle distance, en milles, la cabane se trouve-t-elle de la ville ?",0
"Quand il y a un grand soleil sur la carte, il fera chaud sur la région",0
Et si nous allions au cinéma,0
"Moi aussi, je veux aller me promener !",0
La forêt leur donnait du bois en abondance pour les foyers et les édifices ; les bêtes sauvages qui s'en échappaient venaient se faire prendre dans leurs pièges et les fournissaient de venaison .,1
L'écriture semble être devenue la reconversion professionnelle à la mode dans le milieu du grand banditisme.,1
Vous avez une voiture mais vous l'utilisez peu ?,0
"Il peut également rendre ""addict"". Le smartphone est aujourd'hui omniprésent dans nos vies : 58 % des Français déclarent avoir leur mobile 24h sur 24 h avec eux ; 41 % le consultent même au milieu de la nuit et 7 % vont jusqu'à répondre à leurs messages dans leur lit.",1
Il est assez calme.,0
"J'ai pris du poisson avec du riz, et mon frère a choisi un simple steak-frites",0
Nous sommes normalement à un moment de l'année où ce genre de phénomènes est en train de diminuer,0
J'ai hâte !,0
Il agite son petit nez rose quand il me voit Ma grand-mère fait des gâteaux tous les jours,0
"Dans ma famille, on adore goûter les spécialités locales alors on a tout essayé, de la choucroute à la tarte flambée en passant par les kouglofs",0
Je suis nouveau ici.,0
"Oui, je me doute.",0
"En Allemagne, par exemple, on n'a pas cours l'après-midi, tandis que nous restons au collège jusqu'à 17 heures.",0
Comment vas-tu ?,0
Des enfants en choeur : Des petits pois avec de la salade !,0
"Non, dit l'un de ces messieurs, nous vous demandons si vous n'aimez pas tendrement le roi des Bulgares.",0
"Le régiment était composé de deux mille hommes ; cela lui composa quatre mille coups de baguette, qui, depuis la nuque du cou jusqu'au cul, lui découvrirent les muscles et les nerfs.",1
Il était juste un peu curieux.,0
"Ma chère Sonia, Je suis bien arrivée à Londres pour ma dernière année d'études de marketing à l'université.",0
Plusieurs pays ont commencé à appliquer les principes d'une gestion intelligente d'une ressource longtemps considérée comme inépuisable.,1
Il faudra bien que quelqu'un aide le petit à le faire.,0
Le chaufffeur de bus est en retard.,0
Il arrive bientôt.,0
"En effet, même si vous ne souhaitez pas acheter quelque chose, il est toujours intéressant de passer du temps dans les centres commerciaux",0
"Du haut de la Tour Eiffel, on peut voir les principaux monuments de Paris",0
C'est en Italie que les deux mots sont le plus souvent associés.,0
"Quand le G20 du 15 avril décide le moratoire, c'est la première fois que la Chine acceptait, dans un cadre multilatéral, de participer à un moratoire.",1
Le menu est imaginé chaque jour en fonction de ce que les chefs trouvent au marché de Lyon.,0
Ce sont elles qui les comptent et les mettent dans notre panier.,0
Tu n'oubliais pas ! Tu nettoyais la demeure de fond en combles.,0
"Selon les calculs du CNES, la batterie de Philae devait être totalement déchargée vers 02h00 GMT (03h00 locales).",1
"Vous voyez, le rôle de l'école a changé.",0
"L'année dernière, je suis allé au bord de la Loire pour les vacances.",0
Elle est grande !,0
"Il y en a qui disent que c'est trop, mais pas moi.",0
"Je sais qu'elle est souvent seule à la maison, et que le soir il rentre très tard.",0
"C'est pratique, je veux dire, le moment de convalescence, vous portez un masque, donc de toute façon en règle générale ça ne se voit pas",0
Le réalisateur m'a expliqué qu'il avait longtemps cherché l'acteur idéal.,0
"Nous continuons de parler anglais à la maison, car mes parents ne veulent pas que je perde ma langue natale",0
C'est aussi un test pour les couples nouvellement formés ou qui n'avaient jamais expérimenté la vie à deux.,0
Je lui ai demandé ce que nous devions faire.,0
Nous allons au restaurant.,0
"Si vous ne mangez que des légumes, ce restaurant n'est pas pour vous !",0
Vous êtes française.,0
"Il se vit pénétrant jusqu'au coeur de la grande forêt, et découvrant une femme qui dormait parmi les branches, couchée sur un lit de mousse.",1
J'ai commencé ma journée en jouant du piano.,0
"Si vous voulez venir avec moi, je vous montrerai votre table.",0
"Il existe des outils pour le repérer, précisent les promoteurs de la méthode.",1
"Le centre Anatole France est situé dans le centre-ville, à quelques pas de la mairie.",0
"Il est intéressant de noter que jusqu'en 1995, le Festival de Deauville n'était pas compétitif",0
je réunis tous ceux qui j'aime bien pour fêter l'arrivée de l'été.,0
L'hôtel avait une belle piscine dont je n'ai pas eu le temps de profiter.,0
"Une personne désappointée est une personne qui n'a pas obtenu ce qu'elle attendait, ce qu'elle espérait.",0
"Mais cette année, nous ne savons pas si nous pourrons y aller.",0
Il porte aussi des lunettes rouges,0
ça me fait plaisir de manger de bonnes choses.,0
Chaque hiver constitue une nouvelle menace.,1
"Il est agréable de se promener pour observer les papillons, les abeilles et écouter le chant des oiseaux.",0
Vous ne risquerez pas de vous ennuyer dans un lieu aussi animé.,0
"Nous avons l'habitude d'acheter quinze pommes, ce sont elles qui les comptent et les mettent dans notre panier.",0
"Cette fois, c'est vous qui caricaturez !",0
"Sans son manteau et ses gants, ils seraient morts de froid.",1
Je vais à l'école pendant la journée. Mon père s'appelle Alain.,0
Je t'embrasse.,0
Il faisait toujours très beau et surtout très chaud,0
Il prend le bus tous les soirs.,0
Il y a eu beaucoup de spectateurs et tout le monde a bien aimé la Fête.,0
"Pour avoir plus d'informations, tu peux venir voir le médecin de l'école tous les jours au bureau 4B, au 4e étage.",0
Certaines familles ont pour tradition de déposer des biscuits et un verre de lait près du sapin pour remercier le père noël.,0
ne te fais pas tuer.,0
"Dans la tribu, on n'aime pas les enfants sans père, on dit que ce sont les enfants des mauvais esprits.",0
"Même si je ne suis pas fanatique de fast-food, je ne vois pas pourquoi je ne mangerais pas de pizza et de hamburgers.",0
"Devant la maison, il y a une cour minuscule.",0
Un ami m'a écrit une lettre.,0
"Puis, sortant mon mouton de sa poche, il se plongea dans la contemplation de son trésor.",1
La prolifération de la culture sur brûlis a largement dégradé la forêt ivoirienne alors que le Gabon a plus à craindre de l'ouverture de son couvert forestier à l'exploitation industrielle du bois.,1
"Une fois qu'il a tout fini, Théo peut enfin aller jouer et s'amuser avant de dîner avec ses parents.",0
Elle doit être faite avec de l'eau.,0
Il y a une armoire ?,0
"En Amérique du Nord, LeeAnn Walters, une femme au foyer, a été distinguée pour avoir créé un mouvement citoyen qui a permis de révéler la crise de l'eau contaminée de Flint dans le Michigan",0
"Le jour de la Fête des mères, la tradition consiste le plus souvent à offrir un petit cadeau aux mamans, comme en France.",0
A qui le pacha vient en aide ?,0
Illusion du laid qui est une opinion changeante! Illusion du vrai jamais immuable!,1
Elle met son chapeau et elle va à l'épicerie de quartier.,0
"Heureusement, par pure modestie, il n'avait pas parlé des diamants donnés par sa mère.",1
"Il accepte les différences, il est tolérant.",0
La formation s'achèvera par un contrôle pour savoir si le propriétaire a intégré les connaissances.,1
Le robot a réussi à lancer un forage de dernière minute même si on ne sait pas encore s'il a pu ramener un échantillon de la surface de la comète.,0
"Quand j'écoute ma musique, il faut que je l'apprécie et c'est pour ça que je suis exigeant, je crois",0
Ma mère est allemande et est avocate,0
"C'est génial, j'ai tout vu avant vous !",0
"Heureusement pour lui, les larmes qui embuaient les yeux de Laurence reflétaient sa joie, tout comme son sourire radieux",1
"Si Dieu le veut Bonjour, Anne!",0
C'est un parc où les gens viennent se promener en famille et entre amis,0
"Dans une grande salle au design épuré, ils sont une cinquantaine d'étudiants de 18 à 34 ans, les yeux rivés sur leur écran d'ordinateur.",1
Je suis venu dès que j'ai appris la nouvelle.,0
"Quand on est ado, on se pose des tas de questions.",0
"Demain, nous nous lèverons tôt et nous nous promènerons dans la les bois situés aux alentours du manoir.",0
"Il faudrait d'abord lui faire visiter un peu les chambres, la salle de restaurant, et le reste.",0
J'espère que cette nouvelle histoire vous a plu.,0
"D'après des témoignages de chefs d'entreprise recueillis dans le Guide France Info Le salarié handicapé dans l'entreprise, ce dernier est un salarié comme les autres, avec en plus, la volonté de s'en sortir .",0
J'ai faim,0
"On m'a souvent demandé comment j'avais fait pour comprendre Coluche, et ce que je gardais comme souvenir de ce tournage.",0
"Ma voiture est très écologique, elle roule à l'énergie solaire",0
"Stop : tout d'abord, figurez-vous que les vrais nouveaux pères n'ont aucune envie d'être appelés comme cela.",1
"Comme toujours, l'histoire peut apporter des enseignements intéressants.",1
Très bien !,0
Va-t'en !,0
Les soeurs de Fabrice entrèrent chez leur mère tandis que comtesse cousait ces diamants dans l'habit de voyage de notre héros ; il rendait à ces pauvres femmes leurs chétifs napoléons.,1
Cet accusé se serait défendu avec l'énergie du condamné.,1
Quelle est votre ville d'origine ?,0
Le 8 mai est la fête de la Victoire,0
"C'est ce qu'a appris Hervé Brassier qui pourrait parler pendant des heures de son chien guide, Indigo : Ce chien m'apporte beaucoup de bonheur.",0
"Delphine, je t'attends au coin de la rue, devant la pharmacie",0
Elle s'est ensuite élargie à d'autres établissements,0
"Ça faisait longtemps que je ne m'étais pas bu une petite bière comme ça, tranquillou.",0
Je mange à la cantine.,0
Des troupes armées étrangères sont parfois invitées à défiler aux côtés des armées françaises,1
L'autre élément est que certains enseignants développent un usage pédagogique des outils numériques.,1
Votre lycée français organise chaque année une journée où les familles peuvent venir observer des cours.,1
"Mangez avec appétit, car ce soir, nous dînerons en enfer !",1
Je me rends compte que c'est une comédie.,0
Je ne trouve pas les livres que j'ai pris à la bibliothèque.,0
"Une carafe d'eau, s'il vous plaît.",0
C'est un plaisir de faire votre connaissance.,0
"Mais d'autres n'étaient pas d'accord : Son accent est tellement fort que l'auditeur va oublier ce qu'il dit , La politique est un sujet trop sérieux pour être confié à une intonation aussi chantante , etc.",0
"Ou encore, ce qu'elle préfère : je lui lis des histoires.",0
Le thé est trop chaud pour le boire.,0
"Oui, merci, c'est gentil !",0
J'ai 25 ans.,0
Je m'appelle Marie.,0
"Rosa : Oui, merci ! Dites-moi, il y a un concert ce soir ?",0
"Bonjour, c'est mon dernier jour dans cette école.",0
"Quand ils s'approchent trop près de la tribu, les femmes leur jettent des pierres et les hommes les chassent.",0
L'éducation est censée préparer la jeune génération à l'avenir.,1
Je vais aller prendre du pain à la boulangerie pour le petit-dejeuner.,0
"Pour terminer, n'oubliez pas le maquillage",0
J'aime bien faire de l'escalade.,0
Elle a pris plusieurs rendez-vous pour le directeur,0
Mon fils est né ce matin.,0
"Il décrivait sa patrie comme une presqu'île desséchée et presque aride, semée pourtant d'oliviers ; mais bien qu'elle fût - il l'avouait lui-même - moins riante et moins fertile que le pays à l'ombre de la forêt, il en parlait avec tant d'amour, que le jeune prince demeurait sous le charme en l'écoutant.",1
Vous étudiiez sérieusement et vous réussissiez sans le moindre effort de votre part.,0
Tu es très sympa.,0
"Le département a versé une aide financière à tous les lycéens ayant obtenu leur diplôme du baccalauréat avec mention ""très bien"".",1
La compétence fiscale des communes est réduite car elle dépend du droit cantonal.,1
"Enfin, au Moyen-Orient, la Fête des mères a lieu le premier jour du printemps, soit le 21 mars.",1
"Il reste au lit un quart d'heure dans le noir avant de se lever, pour faire durer la nuit.",0
"Or, aujourd'hui, c'est un défi massif lancé à notre pays.",1
"On est toujours sur des Zoom meetings, enfin moi, j'ai jamais l'occasion de regarder mon visage quand il est concentré",0
De quoi le prince ne se lasse pas ?,0
Tu as pris une douche et tu es allée au lit.,0
"Bref, la démocratie a les tempes blanchies.",1
"Si tu pars en vacances avec nous, je serais ravie.",0
Où irons-nous en vacances l'année prochaine ?,0
"C'est une chance pour lui, il va gagner un peu plus d'argent.",0
Un secrétaire va être embauché par le directeur,0
"En conduisant un véhicule, vous ne pouvez pas téléphoner.",0
"Merci, c'est gentil.",0
Il a pris son parapluie et il est sorti.,0
On peut sortir tous les jours dans les bars ou en boîte,0
"Et grâce à ces nouvelles résolutions encourageantes, je dors bien mieux maintenant !",0
Ils fonderaient ainsi une race de mortels qui feraient renaître sur la terre la grâce des dieux exilés.,1
"Le robot Philae s'assoupit sur la comète ""Tchouri"", après une mission historique qui a tenu en haleine et permis de récolter des données qui pourraient aider à comprendre les origines de la vie sur Terre.",1
je fais attention.,0
"En fin de scolarité, les garçons ont de meilleurs résultats aux exercices faisant appel à la réflexion.",1
Il vit un grand nombre de serpents qui en arrivant près d'un certain rocher le touchaient d'une herbe qu'ils tenaient à la bouche.,0
Pouvez-vous nous donner un peu plus de détails ?,0
Tu bois du vin.,0
"Les jambes sont visiblement instituées pour être chaussées, et nous avons des chaussures.",1
Elle est marquée par une reprise de la polémique sur les Centres d'Aide par le Travail.,0
"Avant, je me disais que ma vie était une tragédie.",0
Ces molécules organiques pouvaient être récoltées grâce à l'échantillon au sol (qui devait ensuite être réchauffé avant de pouvoir être analysé) mais pas seulement.,1
"L'ambitieux a les dents longues mais pour réussir, les ambitieux doivent être prudents et persévérants sinon ils peuvent se casser les dents.",1
Avez-vous des déclarations à faire à ce sujet,0
"Non, ne sors pas jouer sans protection !",0
"Au village, il y a les pour et les contre. Mais les enthousiastes sont les plus nombreux.",0
J'ai eu un week-end un peu spécial.,0
Je vais partir.,0
"Quand on est petit, on apprend à marcher dès huit mois.",0
"En deuxième position, les Français font figurer les bonnes manières, puis le sens des responsabilités.",1
Et fringants.,1
"Le quartier est tranquille et agréable, et pas trop loin de l'Université",0
L'indicateur n'était que de 40% chez les femmes en 2009.,0
Le monde se divise en deux catégories: ceux qui ont un pistolet chargé et ceux qui creusent.,1
Les activités ne manquent pas !,0
"Tous les lundis, c'est la même chose",0
"""On s'est alors dit que le terrain commençait à être favorable pour l'informatique"", raconte David Wilgenbus.",0
"De plus, les agences nationales réglementaires de notre pays exigent de nous davantage de qualité, de sécurité et de fiabilité.",1
Vous regardez la télévision.,0
J'ai bien reçu le lecteur de DVD portable.,0
"Un jour, en sport, je prends le ballon sur le nez.",0
Mais des femmes ayant choisi d'autres disciplines scientifiques reconnaissent qu'elles n'ont même pas envisagé cette possibilité.,1
Je veux prendre rendez-vous pour mon dos.,0
Ça va durer encore longtemps ?,0
"En buvant de l'eau, on aide son corps à trouver son équilibre",0
"Et ça c'est à cause de l'école, parce que l'école les a dégoûtés, ils avaient plus envie d'apprendre ; alors maintenant ils sont dans la rue et ils font n'importe quoi.",0
Cette histoire ne ressemble pas à celle de Vacances romaines.,0
"Le reste, ça ne m'intéresse pas du tout",0
Elle écrit une lettre.,0
"Le brun, aussi appelé marron, est la couleur du café, de la terre et de l'écorce des arbres.",0
"Alors, la fusée s'en va.",0
"Il peut survenir à toute heure, mais de préférence quand un petit rayon de soleil réchauffe votre ordinateur.",0
"Alors, tout d'abord quel âge avez-vous ?",0
"Pour devenir membre, il suffit de payer la cotisation de la fédération sportive.",1
"On lui avait tout pris, elle se retrouvait seule au monde.",0
"On n'en sort pas, et moi, j'en ai marre.",0
Vous avez des petites bouteilles d'eau si vous avez soif.,0
"Voici un extrait de sa conférence à Lannion, le 28 mai 1988",1
Vous devez habiter dans le centre de Limoges ou avoir une voiture.,0
Petits comme grands peuvent ainsi partir à la chasse à l'oeuf,0
"L'invasion des fast food, la percée des cuisines ethniques, les gens qui ne cuisinent plus faute de temps, la perte du goût n'expliquent pas tout.",1
Je souffre de problème de dos.,0
"À midi, c'est l'heure de déjeuner",0
"Et je pense partir et quitter ma maison, car j'élève seule mes trois enfants",0
Bonjour Abdel et merci pour ton message !,0
À la une de l'actualité également la situation en Australie où les autorités évoquent des dégâts considérables au lendemain d'une nouvelle journée d'incendies,0
Toute défection démocrate doit donc être compensée par un vote républicain.,1
"Que les Japonais, animistes, n'aient cure d'une âme transcendante, ignorent notre mythe et apprécient sans réserves leurs robots confirment l'interprétation proposée.",1
Je m'en vais.,0
"Pour ma part, je préfère parfois voir des changements, que de voir de simples copier-coller qui respectent trop le livre, mais qui, au final, rendent le film inintéressant, sans originalité.",1
Marie est mon amie.,0
"Bon, la première chose bien sûr, il faut être comédien.",0
"Intégrer internet c'est aussi faire un lien entre l'École et la vie réelle des adolescents, tous natifs numériques .",1
La mémoire de l'ordinateur est pleine.,0
Nous vivons dans une jolie maison avec un grand jardin. Notre quartier est calme et paisible.,0
"Selon le document, le projet pourrait permettre d'améliorer le système d'évaluation grâce à la technologie.",1
Je partirai demain matin à la première heure pour ne pas rater mon avion.,0
"Je te dis à très bientôt pour une rentrée des classes en pleine forme Le matin, Théo se lève à six heures",0
"Au centre de la grotte il y avait un trône , et sur ce trône il y avait un serpent immense.",0
J'ai beaucoup aimé le film sur les abeilles.,0
"Mais il est aussi un descendant de dix-neuvième génération de Dante, ce qui lui confère certaines responsabilités vis-à-vis de son très lointain et très prestigieux aïeul.",1
Vous ne pouvez pas savoir le plaisir que j'ai à vous rencontrer.,0
La mère et son fils s'installent loin des autres.,0
Les retraités sont sur-représentés dans l'électorat français par rapport aux autres tranches d'âge.,1
J'ai adoré le repas,0
Elle est venue voir en bas si ça lui convenait.,0
"Les vins français changent, évoluent, retrouvent l'éclat perdu et innovent tout en plaisant.",1
Faut-il redouter une gérontocratie à la française ?,1
"Lorsqu'elle entendra le réveille-matin, elle se lèvera du lit, elle prendra une douche et elle se dépêchera pour aller au bureau.",0
J'ai éteint le feu.,0
Le serveur : Je vous apporte votre commande !,0
J'en profite pour faire une grasse-matinée et je sors de mon lit à dix heures.,0
"En effet, selon le philosophe Michel Serres, elle a atteint l'homme moderne dans ses facultés.",1
"Com' est l'abréviation de communication, de commandant, de communion, de commerce - le petit com du coin, ainsi de suite.",1
"Il doit faire quelques courses, il compte aussi faire un peu de rangement.",0
C'est un gentil bouledogue qui aime les câlins.,0
Les professeurs d'anglais préparent des cours sur le sujet et participent à sa diffusion auprès de la jeunesse,1
"J'ai hâte que tu viennes me rendre visite le mois prochain, pour te montrer mes endroits préférés",0
Je fais ma toilette et je prends mon petit déjeuner,0
"Le serveur : Oui, ça commence dans quelques minutes !",0
"Monsieur a été le premier à animer une émission dite ""sérieuse"" à la radio puis à la télévision.",0
"Oui, ça sera tout ?",0
"Une semaine après le drame, il s'agit de limiter les dégâts",0
"Maintenant que je le connais, je n'ai plus peur !",0
"Pendant une heure et demie, Théo peut penser à autre chose qu'à l'école et s'amuser avec ses amis",0
"Je lui apporte parfois des bonbons, du chocolat ; au début, elle refusait toujours, maintenant, elle les prend, avec un sourire.",0
C'est le but !,0
"Aujourd'hui, le quartier ne compte plus que 15 624 résidents à l'année alors qu'ils étaient 27 470 en 2006.",0
"C'est déjà le lundi, et toute la semaine recommence",0
Ils sont tellement jolis qu'on a décidé d'en apprendre un par coeur.,0
Il y a aussi beaucoup d'avantages à vivre en ville,0
Qui est déjà monté à cheval ?,0
"Et toi, quand est-ce que tu rentres à Tours",0
"J'ai 23 ans, je parle chinois, j'aime la lecture !",0
"Thomas Garnier s'occupe de la communication numérique du château de Versailles, et c'est lui qui imagine ces petites vidéos ludiques de plus en plus visibles sur les réseaux sociaux.",1
"Et depuis que nous sommes amis : ""Elle vit d'amour et d'eau fraîche"", ricanent certains dans son dos.",0
"Il faut leur faciliter la tâche, quand même, dans les écarts, dans les rythmes.",1
Le vaccin AstraZeneca est-il en voie de réhabilitation accélérée ?,1
J'ai hâte de la rencontrer.,0
"Plus généralement, il accompagne le bouillonnement et le désir de communication immédiate de l'adolescence.",1
On cherche aussi d'autres alternatives et ça a commencé comme ça à ce moment-là,0
Il y avait deux enfants de 14 et 11 ans.,0
Elle parle anglais et français et elle étudie l'espagnol,0
"J'ai trop mangé, j'ai mal au ventre.",0
"Lave bien le pot de yaourt, il doit être propre!",0
"Aujourd'hui, avec ma famille (mes parents et mon frère) nous sommes allés au marché de Noël, c'était vraiment incroyable",0
Un choix difficile mais important : le public français écoute souvent les professionnels de Cannes pour choisir le film qu'il va aller voir au cinéma.,0
Et c'est ce plus qui nous différencie des autres écoles informatiques.,0
Je parle beaucoup.,0
Travaillez par groupe de deux personnes.,0
"A Barcelone, mes parents ont réservé un appartement près de la plage",0
Je me suis arrêté et je me suis bu une petite bière en terrasse.,0
Une petite révolution et des chiffres qui parlent tout seuls.,0
"C'est comme ça, d'ailleurs, que nous sommes devenus amis.",0
"Par exemple, porter une robe noire avec un foulard de couleur vive, fuschia ou orange ou rouge ou vert, et deux jours après, vous remettez cette robe noire avec d'autres bijoux, un gros collier",1
