id,sentence,difficulty,augmented_sentence
841,"Mais d'autres n'étaient pas d'accord : ""Son accent est tellement fort que l'auditeur va oublier ce qu'il dit"", ""La politique est un sujet trop sérieux pour être confié à une intonation aussi chantante*"" À la fin, Philippe Labro, alors vice-président de la station de radio, a expliqué : ""Il y a deux possibilités : soit son accent lui permettra d'être connu et ce sera très bien.",B1,"[""Mais d'autres personnes n'étaient pas d'accord."", 'cordon: ""Son accent est tellement', ""que l'auditeur oubliera"", '""La politique est ce qu\'il dit,""', 'un sujet trop grave pour être', 'à une intonation aussi bien que c', 'À la fin, Philippe La', 'frère, puis vice-président de la', 'station de radio, a expliqué: ""', 'Il y a deux possibilités :', ""son accent lui permettra d'être"", 'et ce sera très bien.']"
1056,"Une des sources majeures des gaz à effet de serre dans le monde étant la production d'électricité d'origine fossile, il est donc normal de s'atteler à l'immense tâche de décarboner nos productions.",C1,"['Une des principales sources de gaz', 'Émissions mondiales de gaz à effet de serre', ""la production d'électricité"", ""il est d'origine fossile, donc il est"", ""normal d'entrer en contact avec l'énorme"", 'tâche de décarbonisation de nos produits', 'Des ions.']"
2837,"Et toi, quand est-ce que tu rentres à Tours",A2,"['Et toi, quand reviens-tu?', 'Res à Tours']"
429,j'aime beaucoup faire du parapente.,A1,"[""J'aime faire le parapen"", 'Toi.']"
2494,Elle est grande !,A1,['Elle est grande!']
676,"Aux Etats-Unis, berceau de la co-éducation - et de la discrimination positive - le mélange entre élèves des deux sexes n'est plus obligatoire dans les écoles publiques depuis février 2000.",C1,"['Aux États-Unis, le lieu de naissance du', '- éducation - et discriminationa', 'positif - le mélange entre', 'Les élèves des deux sexes ne sont pas', 'S obligatoire dans les écoles', 'Depuis février 2000.']"
2167,"Il inclinait légèrement sur l'oreille son chapeau à haute forme assez défraîchi, et battait le pavé de son talon.",C2,"[""Il s'inclina légèrement à l'or."", 'Elle a un chapeau en haute forme.', 'et battre le p', ""C'est affreux de son talon.""]"
3759,"Il apprend ensuite tout ce qui concerne ""la recherche"", c'est-à-dire savoir trouver et identifier les passages piétons, les pistes cyclables et les rues, s'arrêter devant les portes ou les escaliers, savoir éviter les difficultés, monter dans les transports, etc.",B1,"['Il apprend ensuite tout ce que c', '""Rechercher"" c\'est...', 'dire savoir comment trouver et identifier', 'r passages pour piétons, pist', 'vélos et rues, arrêts', ""ter devant les portes ou l'esc"", 'Savoir éviter les difficultés', 'ults, montez dans les transports', 's, etc.']"
4092,"Elle eut plaisir, comme un enfant, à pousser de son doigt les larges portes tapissées ; elle aspira de toute sa poitrine l'odeur poussiéreuse des couloirs, et, quand elle fut assise dans sa loge, elle se cambra la taille avec une désinvolture de duchesse.",C2,"['Elle avait du plaisir, comme un enfant.', 't, pour pousser avec son doigt', 'Il y a des portes tapissées; il a été utilisé', ""va sortir de toute sa poitrine l'odeur"", 'couloirs poussiéreux, et,', 'quand elle était assise dans son bureau', 'Elle va couvrir sa taille.', 'c une dévolution de la duchesse.']"
2366,La traçabilité permet de reconstituer une séquence d'événements à partir des données numériques laissées dans les systèmes lors de leurs réalisations.,C1,"['La traçabilité permet de reconsterner', ""ituate une séquence d'événements"", 'à partir de données numériques', 'laissé dans les systèmes pendant', 'de leurs réalisations.']"
1891,"C'est ici, Monsieur.",A1,"[""C'est ici, monsieur.""]"
3244,"Les sentiments de l'homme sont confus et mélangés ; ils se composent d'une multitude d'impressions variées qui échappent à l'observation ; et la parole, toujours trop grossière et trop générale, peut bien servir à les déguiser, mais ne sert jamais à les définir.",B2,"[""Les sentiments de l'homme sont c"", ""l'onfus et mélangés;"", ""odeurs d'une multitude d'impressionnants"", 'ns varie qui échappent aux obs', ""l'érvation; et la parole, toujours"", 's trop grossières et trop générales', 'e, peut bien être utilisé pour les costumes', 'ers, mais ne jamais servir les dés', ""C'est fini.""]"
100,"Que vous cherchiez une simple annonce ou un recruteur, vous êtes sûr de ne rater aucune offre d'emploi grâce à notre système d'alerte personnalisé.",B2,"['Que vous cherchiez une année simple', 'nonce ou un recruteur, vous êtes', 'sûr de ne manquer aucune offre de', ""l'emploi grâce à notre système de"", 'Un lert personnalisé.']"
705,"Ils étaient groupés autour du trône, et ils demandaient tous à la fois : ""Est-il temps, ô mon roi, est-il temps ?"" Le roi des serpents resta immobile encore quelques minutes, puis il dit: ""Il est temps !"" En disant ces mots, il descendit de son trône, et se dirigea vers le rocher, suivi de tous les autres serpents.",A2,"['Ils ont été regroupés autour du tro', 'Un, et ils ont tous demandé', '""Il est temps, ô mon Dieu', 'I, est-il l\'heure?""', 'pents sont restés toujours que', 'Au bout de quelques minutes, il a dit:', 'C\'est l\'heure!"" Disant ces mots,', 'il descendit de son trône, et s', 'il a dirigé vers le rocher, suivi', 'de tous les autres serpents.']"
1340,"Pourtant, dans les années 1890, les garçons coiffeurs et les employés des grands magasins manifestent, avec le soutien de la CGT, pour obtenir une demi-journée de repos hebdomadaire.",C2,"['Pourtant, dans les années 1890,', 'les garçons coiffeurs et emp', 'Manife des grands magasins loyés', 'avec le soutien de la CGT', ', pour avoir une demi-journée', 'période de repos hebdomadaire.']"
69,"Rien n'était si beau, si leste, si brillant, si bien ordonné que les deux armées.",B1,"[""Rien n'était si beau, si petit,"", 'si brillant, si bien ordonné que', 'Les deux armées.']"
1164,"Lui qui, enfant, suivait sa mère trappeur, peut encore aujourd'hui emmener son fils de 14 ans chasser, mais dit craindre la réduction des quotas de chasse pour les ours polaires.",C1,"['Celui qui, enfant, a suivi sa mère', ""Le trappeur, ça peut encore être aujourd'hui."", 'Emmenez son fils de 14 ans avec lui.', ""a affirmé, mais a dit qu'il craignait la réduction"", 'quotas de chasse pour les petites et moyennes entreprises (PME)', 'Ours polaires.']"
1235,"Elle fais ses devoirs puis prépare le dîner et finalement, elle regarde un film avant d'aller se coucher.",A2,"[""Elle fait ses devoirs et s'y prépare."", 'le dîner et enfin, elle', 'Regarder un film avant de partir', 'Pour dormir.']"
3077,"Pour Morin, notre mode de connaissance ""se borne à prévoir le probable quand surgit sans cesse l'inattendu2"".",C2,"['Pour Morin, notre mode connai', '""seulement pour prévoir la fourniture de', ""obable lorsqu'il émerge constamment l"", '""inattendu.""2']"
1094,"Ici, tout est mêlé et accéléré , souligne la sociologue.",C1,"['Ici, tout est mélangé et accéléré,', ""met l'accent sur le sociologue.""]"
4085,Le facteur viens ici tous les jours !,A1,"['Le facteur vient ici tout le jo', 'Hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, hé, h']"
3967,Leurs maillots de bain séchaient à l'arrière de la maison et elle se débarrassa de ses vêtements de travail trempés de sueur pour enfiler son bikini.,B2,"['Leurs maillots de bain étaient desséchés.', ""à l'arrière de la maison et Ell"", ""Il s'est débarrassé de ses vêtements."", 'de travail trempé dans la sueur', 'R a mis son bikini.']"
1756,"Dès qu'elle fut rentrée, elle éclata en sanglots",C2,"[""Dès qu'elle est rentrée à la maison, elle était"", 'lata dans les sanglots']"
230,Ils sont pas chers,A1,['Ils sont bon marché.']
3682,"Cet héritage s'est d'ailleurs vite révélé hétérogène : les pays pauvres d'Asie orientale, les plus éloignés des anciennes métropoles, ""émergent"" à des degrés divers dans l'économie mondiale dès les années 1970-1980.",C2,"['En fait, ce patrimoine a été', ""Il s'avère que vous êtes hétérogène: les pays"", ""les pauvres en Asie de l'Est,"", 'loin du vieux métrope', 'oles, ""émergent"" en degrés', ""dans l'économie mondiale"", 'dans les années 1970 et 1980.']"
670,"Il a fait un temps magnifique, je suis allé me promener près du parc, il y avait un petit café ouvert.",A2,"[""C'était une belle époque."", 'il est allé faire une promenade près du', 'Park, il y avait un petit café.', 'Ouvert.']"
915,"On disait qu'une princesse polonaise, l'écoutant un soir chanter sur la plage de Biarritz, où il radoubait des chaloupes, en était devenue amoureuse.",C1,"[""Il a été dit qu'une princesse polon"", ""facile, l'écoutant chanter une nuit"", 'sur la plage de Biarritz, où il', '""Les bateaux, dans l\'étain""', ""C'est devenu amoureux.""]"
1896,"Le ministre de l'Education a lancé un appel d'offres aux associations pour introduire en primaire une initiation au code informatique , facultative, sur les temps périscolaires dégagés par la réforme des rythmes scolaires.",C2,"[""Le Ministre de l'éducation"", ""un appel d'offres aux associationsa"", ""d'introduire un primarior"", ""e une introduction au code d'information"", ', en option, sur', 'ps extrascolaires libérés par le', 'réforme des rythmes scolaires.']"
4509,"Leur vue parut frapper si vivement l'adjudant sousofficier, qu'aussitôt il changea de pensée, et se mit à interroger aussi le domestique.",C1,"['Leur vue semblait si dure.', ""L'adjudant de l'OCN, qui a"", ""et il a changé d'avis, et"", 'puis a commencé à remettre en question le', ""C'est mestique.""]"
12,"Pour que le rocher s'ouvre, il faut le toucher avec un brin d'herbe.",B1,"[""Pour que le rocher s'ouvre, c'est f"", ""aut le toucher avec un peu d'ourlet"", ""C'est vrai.""]"
501,"La vie, en outre, est composée des choses les plus différentes, les plus imprévues, les plus contraires, les plus disparates; elle est brutale, sans suite, sans chaîne, pleine de catastrophes inexplicables, illogiques et contradictoires qui doivent être classées au chapitre faits divers.",C1,"['La vie, en outre, est composée de:', 'il a des choses très différentes,', 'le plus imprévu, le plus', 'les plus disparates;', ""c'est brutal, sans suivi, sans"", 'chaîne, pleine de catastrophes', 'inexplicable, illogique et con', 'les tradictoires qui doivent être cl', 'du chapitre sur divers faits.']"
1769,"Bonjour, je m'appelle Igor",A1,"['Bonjour, mon nom est Igor.']"
2470,"Ma chère Sonia, Je suis bien arrivée à Londres pour ma dernière année d'études de marketing à l'université.",B1,"['Ma chère Sonia, je suis désolé.', 'ivre à Londres pour mon dernier', 'année des études de commercialisation à la', 'Université.']"
1448,Il veut leur faire une surprise.,A2,['Il veut les surprendre.']
4241,"Si vous en avez la possibilité, ne laissez pas votre chien longtemps dans la voiture sans surveillance.",B1,"['Si vous avez la possibilité,', ""Ne laisse pas ton chien s'allonger"", 'emps dans la voiture sans surveillance', 'Lance.']"
2347,"Plus tôt, ils avaient été remis à un procureur, escortés de 15 officiers de police japonais venus spécialement aux États-Unis samedi pour l'occasion.",C1,"['Plus tôt, ils avaient été remis.', 'à un procureur, escorté par 15 o', 'Les forces de police japonaises arrivent', 's en particulier aux États-Unis', ""medi pour l'occasion.""]"
2622,"Par exemple, pour gagner dix pas de terrain sur le lac, près de la fameuse allée de platanes, à côté de la Cadenabia, il faisait construire une digue dont le devis allait à quatre-vingt mille francs.",C1,"['Par exemple, pour gagner dix étapes', 'terre sur le lac, près de la', 'le célèbre sentier des platanes,', 'sur le côté de la Cadenabia,', ""construction d'un barrage dont le"", 'vis est allé à quatre-vingt mille', 'Des francs.']"
794,"Elle a toujours ses affaires, ce n'est pas le genre de fille à demander sans cesse un taille-crayon, une feuille double, comme certains que je connais.",B1,"['Elle a toujours ses affaires.', ""n'est pas le genre de fille à d"", ""ne finissant jamais à tailler une griffe d'élagage"", 'yon, une double feuille, comme c', 'Certains que je connais.']"
4470,"Les bars, les boulangeries, les supermarchés, les sites Internet proposent des événements qui animent cette période de l'année qui tombe entre deux moments importants : la rentrée des classes et Noël",B2,"['Les bars, les boulangeries, les', 'supermarchés, sites web', 'proposer des événements qui', ""dans cette période de l'année q"", 'il tombe entre deux moments impo', ""Rants: retour à l'école"", 'et Noël']"
2463,"En Allemagne, par exemple, on n'a pas cours l'après-midi, tandis que nous restons au collège jusqu'à 17 heures.",B1,"['En Allemagne, par exemple,', ""n'a pas de cours dans l'après-midi, tandis que"", ""qu'on reste à la fac."", '17 heures seulement.']"
3727,Que restera-t-il à la rentrée des acquis de l'année scolaire ?,C2,"[""Ce qui restera au début de l'année"", ""des réalisations de l'année scolaire"", ""- C'est de ça que tu parles?""]"
4148,C'est trop classe,B1,"[""C'est trop classe.""]"
1813,"Sortons, faisons quelquechose, n'importe quoi, juste pour bouger un peu!",B1,"['Allons dehors, faisons quelque chose, n', 'Rien, juste pour bouger.', 'Un peu!']"
2543,Il faisait toujours très beau et surtout très chaud,A2,"[""C'était toujours très beau et"", 'particulièrement très chaud']"
2694,"Plus d'un s'imposait un quart volontaire dans les barres de perroquet, qui eût maudit une telle corvée en toute autre circonstance.",C1,"[""Plus d'un a été requis un quart de vo"", 'dans les barres de perr', 'oquet, qui aurait maudit un tel', 'corvées de toute autre manière circonstancielle', 'Ça.']"
177,Je ne trouve pas mes clés de maison.,A1,"['Je ne trouve pas mes clés pour May.', 'Ça sonne.']"
2698,Il vit un grand nombre de serpents qui en arrivant près d'un certain rocher le touchaient d'une herbe qu'ils tenaient à la bouche.,B1,"['Il vit un grand nombre de serpens', ""ts arrivant près d'un cer"", ""dix rochers l'ont touché avec un"", ""l'herbe qu'ils tenaient dans la bouche"", 'e.']"
4188,"Alors, qu'est-ce qu'on leur donne là ?",A2,"[""Alors, qu'est-ce qu'on leur donne?"", ""C'est tout?""]"
3661,Elle a 84 ans et elle habite à Antibes,A1,"['Elle a 84 ans et vit à A.', 'Ntibes']"
1222,"Et il regardait tous ces hommes attablés et buvant, tous ces hommes qui pouvaient se désaltérer tant qu'il leur plaisait.",B2,"['Et il regarda tous ces hommes.', 'et de boire, tous ces types', 'qui pourrait être éteint', ""Tant qu'ils l'aimaient.""]"
1550,Juste un peu.,A1,['Juste un peu.']
3295,"Hier, la question aurait paru absurde, tant la cause semblait entendue.",C1,"['Hier, la question aurait paru ab', 'la cause semblait être', 'Tensile.']"
1800,C'est un spectacle magique,A1,"[""C'est un spectacle de magie.""]"
2268,"Je cherche cette adresse, vous pouvez m'aider ?",A1,"['Je cherche cette adresse.', ""Ou pouvez-vous m'aider?""]"
2442,"A quelle distance, en milles, la cabane se trouve-t-elle de la ville ?",B1,"['À quelle distance, en miles, le', 'est-il situé à partir du v', ""C'est tout?""]"
2559,"Puis, sortant mon mouton de sa poche, il se plongea dans la contemplation de son trésor.",B2,"['Alors, enlevez mes moutons de son p', '""Hoche, il a plongé dans le cont', ""Il s'est emparé de son trésor.""]"
1204,"On vient d'acheter une résidence secondaire, au Pays basque, qui sera notre point de ralliement familial.",C1,"[""On vient d'acheter une résidence."", 'dans le Pays Basque, qui', 'sera notre point de ralliement', 'La famille.']"
1047,"Pour aller à la mairie, s'il vous plaît ?",A1,"[""Pour aller à la mairie, s'il veut"", ""S'il te plaît?""]"
1116,"Au sein du gouvernement français, rares sont ceux qui peuvent afficher sur leur CV ne serait-ce qu'une année à la fac!",C2,"['Au sein du gouvernement français', ', peu sont ceux qui peuvent af', ""S'ils ne veulent pas être sur leur CV, ils ne le sont pas."", ""Seulement un an à l'université!""]"
3414,"Cependant, au vu de la grande inertie liée au développement urbain et aux cycles d'aménagement du territoire, cela n'affaiblit pas la validité de l'analyse.",C2,"['Cependant, compte tenu du grand', ""développement de l'urba"", 'dans et dans les cycles de développement d', ""Cela n'affaiblit pas"", ""la validité de l'analyse.""]"
3065,Je refusais l'idée même de passer des commandes plus petites.,B1,"[""J'ai refusé l'idée même de passer"", 'R des contrôles plus petits.']"
1270,"Un principe qui concerne déjà de nombreux produits tels que les emballages, les textiles et les pneus.",B2,"['Un principe qui concerne déjà', 'de nombreux produits tels que', 'emballages, textiles et produits textiles', 'Des pneus.']"
393,C'est parce qu'il n'aimait pas les plats de la cantine.,A1,"[""C'est parce qu'il n'aimait pas ça."", 'Des plats de la cantine.']"
3872,Jason a très faim et cherche un restaurant,B1,"[""Jason a très faim et est à la recherche d'un"", 'restaurant']"
1983,"Premièrement, les agences réglementaires nationales exigent un nombre de patients testés toujours plus grand.",B2,"['Premièrement, les organismes de réglementation', ""Les institutions nationales ont besoin d'une"", ""l'ombre des patients testés tout le temps"", 's plus grand.']"
4040,"Ensuite, pour qu'il y ait médiation, il faut que les deux parties soient d'accord.",B1,"[""Alors, pour qu'il y ait des médias"", 'Ion, les deux parties doivent', ""Je suis d'accord.""]"
3193,Le prince ne se lasse pas d'écouter les récits de son ami.,B1,"[""Le prince ne se lasse pas d'un scou"", 'Pour abattre les histoires de son ami.']"
1258,Il est en train de ranger ses affaires.,A2,"[""Il met son af à l'écart."", 'Fais-le.']"
1924,"Elle signifie ""transmettre à quelqu'un un message qu'on a reçu de quelqu'un d'autre et qui lui était adressé"".",A2,"['Cela signifie ""transmettre à', 'Un seul message que nous avons reçu.', ""c'est quelqu'un d'autre et qui est"", 'Je m\'adresse à vous.""']"
691,Que vont-ils donc faire ?,B1,"[""Qu'est-ce qu'ils vont faire?""]"
1812,Le lien entre l'acteur et l'acte commis est inexistant,C2,"[""Le lien entre l'acteur et l'acte"", 'commis est inexistant']"
544,"Dès sa mise sous tension, un ordinateur exécute, l'une après l'autre, des instructions qui lui font lire, manipuler, puis réécrire un ensemble de données déterminées par une mémoire morte d'amorçage.",C2,"['A partir du moment où il est énergisé, un ord', 'inator exécute, un après le', ""utre, instructions qu'il a f"", 'lire, manipuler, puis réécrire', 're un ensemble de données determ', 'dans un souvenir mort de moi', ""C'est de l'ortie.""]"
1732,Le portable permet aux jeunes de garder un espace privé au sein de la vie familiale.,B2,"['Le mobile permet aux jeunes de', ""garder un espace privé à l'intérieur"", 'la vie de famille.']"
2016,Ce que la porte était bien incapable de faire!,B1,"[""Qu'est-ce que la porte était incapable"", 'Je ne peux pas!']"
3640,J'ai mangé un hamburger et des frites.,A1,"[""J'ai mangé un hamburger et f."", 'Des rites.']"
43,"L'ordinateur peut aussi répondre à des interruptions qui lui permettent d'exécuter des programmes de réponses spécifiques à chacune, puis de reprendre l'exécution séquentielle du programme interrompu.",C2,"[""L'ordinateur peut aussi répondre"", 'à des interruptions qui lui sont dues', 'Mise en œuvre des programmes', 's réponses spécifiques à la question', ""un, puis prendre le contrôle de l'exécutioni"", 'la séquence du programme Int', 'Vous êtes errant.']"
1444,"Je vais lui offrir un livre que j'aime beaucoup : ""Kurt et le poisson"", tu connais?",A2,"['Je vais lui donner un livre qui', 'J\'aime vraiment, ""Kurt et le po""', 'Tu sais ce que ça veut dire?']"
1961,"Craignant la défaite électorale, Trump dégobille allègrement sur le système électoral, parle de fraude et d'irrégularités, comme si elles étaient monnaie courante.",C2,"['Craignant la défaite électorale,', 'Trump dégoûte vivement', 'le système électoral, parle de', 'fraude et irrégularités, telles que:', ""s'il s'agissait d'une monnaie de courbure"", 'Toi.']"
3458,On est frappé par le jugement acerbe qu'émettent certains adolescents quand ils évoquent les possesseurs de portable de leur âge.,B2,"['Nous sommes frappés par le jugement ac', 'Erb que certains adolescents émettent', 'centimes quand ils évoquent pos', 'sessseurs mobiles de leur âge', 'Non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non,']"
2464,Comment vas-tu ?,A1,['Comment allez-vous?']
3456,Pourquoi tu prends ce risque ?,A2,['Pourquoi prenez-vous ce risque?']
584,Ça faisait longtemps que je ne m'étais pas fait plaisir.,A2,"[""Ça fait longtemps que je ne l'ai pas été."", ""Je n'étais pas heureuse.""]"
3860,"À l'époque elle avait adoré son aspect brillant et rutilant, sans la moindre éraflure.",C1,"[""À l'époque, elle l'aimait."", 'look brillant et rutillant, san', ""N'importe quelle égratignure.""]"
1027,Les vélos furent remplacés par les vélomoteurs et des motocyclettes plus commodes et moins chères que les automobiles.,B2,"['Les bicyclettes ont été remplacées par l', 'e cyclomoteurs et motocycles', 'plus pratique et moins cher', 's que les voitures.']"
2282,"À l'âge d'un an, il entrera dans une école pour suivre une formation pendant six à huit mois.",B1,"[""À l'âge d'un an, il entrera"", 'une école à suivre un forma', 'pendant six à huit mois.']"
4491,"Vous prônez une ouverture de l'école sur le monde d'aujourd'hui, je suis tout à fait d'accord avec vous.",A2,"[""Vous plaidez en faveur d'une ouverture de l'e"", ""sur le monde d'aujourd'hui,"", ""Je suis tout à fait d'accord avec av"", 'Vous avez raison.']"
3588,"Toutes ses velléités de dénigrement s'évanouissaient sous la poésie du rôle qui l'envahissait, et, entraînée vers l'homme par l'illusion du personnage, elle tâcha de se figurer sa vie, cette vie rétentissante, extraordinaire, splendide, et qu'elle aurait pu mener cependant, si le hasard l'avait voulu.",C2,"['Toutes ses ambitions dérogatoires', ""et s'évanouissait sous le poe."", ""du rôle qui l'a envahi,"", ""t, conduit à l'homme par les"", 'délire du personnage, elle tâc', 'ha pour comprendre sa vie, ce v', 'rétentive, extraordinaire', "", splendide, et qu'elle aurait"", 'u plomb, cependant, si le hasard', 'Je le voulais.']"
1419,S'attribuer des qualités qu'on ne possède pas.,B1,"[""L'attribution à l'autre des qualifications qui sont"", ""Il ne l'a pas fait.""]"
1564,"Mais si, ça me fait plaisir d'aller à Bâle avec vous.",B1,"[""Mais oui, je suis content d'entendre ça."", 'Je vais à Bâle avec toi.']"
2018,C'est ça la vraie question.,A1,"[""C'est la vraie question.""]"
742,On pense d'emblée à un vieux scribe accroupi ou à l'occupant d'une échoppe bancale nichée dans l'entresol d'un vénérable immeuble à colombages.,C1,"['On pense à un vieux brouillon depuis le début.', 'ibe squat ou occupant', 'ne pas décrocher en l', '""l\'intersile d\'un vénérable incommensurable', ""C'est à moitié boisé.""]"
4239,"Nous avions l'intention d'appeler ce journal Changer de vie, révèle sa fondatrice.",C1,"[""Nous avions l'intention d'appeler"", 'r ce journal Changement de vie, rev', ""C'est son fondateur.""]"
106,Pourquoi ne pas avoir donné la serviette alors que tu avais déjà les plans ?,B1,"[""Pourquoi tu n'as pas donné les s?"", ""Si tu l'as déjà eu, tu devras le prendre."", 'Les plans?']"
1770,Le Net a encouragé des visions utopistes chez d'autres.,C1,"['Le Net a encouragé les visions u', ""topistes dans d'autres.""]"
2228,"Et celui-là, ce fut Augustin Meaulnes, que les autres élèves appelèrent bientôt le grand Meaulnes.",C1,"['Et celui-ci était Augustin Mea.', 'ulnes, que les autres étudiants', 'la grande Meulne bientôt', 'Par.']"
3518,"Sur la table, il y a un chat noir, un petit livre, un vase, une assiette et un sac",A1,"['Sur la table, il y a un chat noyé.', 'r, un petit livre, un vase,', 'une assiette et un sac']"
472,Il a participé à la construction du canal ?,A2,"['Il a participé à la construction.', 'Le canal?']"
4068,"À cette occasion, a été annoncé un grand plan vélo destiné à faire décoller enfn ce mode de transport, notamment grâce à ""l'indemnité kilométrique"".",B2,"['A cette occasion, a été annoncé', 'un grand plan de vélo destiné à faire', 're décoller infn ce mode tran', 'sport, notamment grâce à ""inde', 'valeur kilométrique"".']"
4080,"Le ciel d'avril, au-dessus de nos têtes, planait limpide et fourmillant d'étoiles",C1,"[""Le ciel d'avril, au-dessus du non."", 's têtes plates, claires et au four', 'Scintillant avec des étoiles']"
3439,La police investit d'ailleurs chaque année des millions d'euros afin d'écouter électroniquement les conversations des suspects.,C1,"['La police investit', ""un an de millions d'euros"", ""d'écouter électroniquement"", 'Les conversations des suspects.']"
4693,Ne pas le casser.,A1,['Ne le casse pas.']
3665,"Il ne change pas facilement d'avis, il est têtu.",B1,"['Il ne change pas facilement', 'Il est têtu.']"
4798,"Les coûts liés à la journalisation n'étant pas négligeables et la capacité mémoire des journaux n'étant pas infinie, l'administrateur système ou le responsable sécurité ont tout intérêt à indentifier les événements pertinents.",C2,"['Les coûts de journalisati', ""n'est pas négligeable et l"", 'une capacité de mémoire des journaux', ""n'étant pas infini, l'administration"", 'le gestionnaire de réseau ou la personne responsable;', ""sécurité ont tous les intérêts dans l'inde"", 'ntifier les événements pertinents', 'Par.']"
322,Ils créèrent une nouvelle société moderne sur les ruines de l'ancienne civilisation.,C1,"['Ils ont créé une nouvelle société.', ""moderne sur les ruines de l'année"", 'La civilisation cienne.']"
2830,"Aujourd'hui, le quartier ne compte plus que 15 624 résidents à l'année alors qu'ils étaient 27 470 en 2006.",B1,"[""Aujourd'hui, le quartier ne"", 'plus de 15 624 résidents', ""'année pendant qu'ils étaient 27 4"", '70 en 2006.']"
1451,"Pour voyager en Sibérie, à Venise, autour du monde, essuyer une tempête en Atlantique, ou reconstruire une société sur une île déserte, il suffit que nous ouvrions un livre",C2,"['Pour voyager en Sibérie, à Venis', 'e, partout dans le monde, essuyer un', ""orage dans l'Atlantique, ou recons"", 'monter une entreprise sur une île d', ""J'ai peur qu'on doive juste ouvrir nos portes."", 'sur un livre']"
567,"Innovation et simplicité sont les jalons du seul chemin à parcourir pour retrouver concrètement et durablement un élan créatif adapté à un monde qui change, évolue mais reste friand de bonnes choses.",C1,"[""L'innovation et la simplicité sont les"", 's jalons du seul chemin vers le parcou', 'rire pour trouver du béton', 'et un élan créatif durable', 'adapté à un monde en mutation,', 'lire mais rester amoureux du bien', 'des choses.']"
1392,J'aime beaucoup l'école,A1,"[""J'aime beaucoup l'école.""]"
657,Vous avez beaucoup pleuré suite à votre rupture qui vous a brisé le coeurs en milles morceaux.,B1,"['Tu as beaucoup pleuré plus tard.', ""à ta rupture qui t'a brisée"", 'cœur en mille morceaux.']"
2111,"Par ailleurs, des éducateurs expliquent que ce n'est pas en poursuivant ces enfants que l'on réglera les problèmes des familles.",B1,"['En outre, les enseignants', ""qu'elle n'est pas en faveur de"", 'en suivant ces enfants qui sont ré g', 'les problèmes des familles.']"
1001,"Faute de temps, nous n'avons pas pu visiter le musée d'art contemporain.",B1,"[""Par manque de temps, nous n'avons pas"", ""pourrait visiter le musée du conte d'art"", 'Spoor.']"
3355,"Mais le weekend, nous nous levons tous les deux à neuf heures.",A1,"['Mais le week-end, on se lève.', 'Tous les deux à 9 heures.']"
1833,"Et, pour finir, cet aphorisme redoutable, maître-mot de la pensée de la complexité : ""Tout ce qui isole un objet détruit sa réalité même6.",C2,"['Et enfin, cet aphorisme', 'doubble, maître mot de la pensée', 'e de complexité: ""Tout', 'i isole un objet qui détruit son réel', ""C'est la même chose6.""]"
1187,"Si nous avions eu suffisament d'argent, nous aurions pris l'avion pour nous rendre à notre conférence sur les enjeux écologiques du siècle et ainsi participer activement au débat.",B2,"['Si nous avions eu assez de', ""l'argent, nous aurions pris l'avio"", ""n d'aller à notre confédéré"", ""sur les questions d'environnement"", 'du siècle et ainsi participer à', 'Dans le débat.']"
677,C'est fantastique ! Merci beaucoup.,A1,"[""C'est fantastique! Merci Beauco"", 'Lève-toi.']"
4604,"Dans son livre Guide de survie pour accros aux écrans (2015), le psychiatre Serge Tisseron déconseille plus particulièrement les écrans avant le coucher.",C1,"['Dans son livre Survival Guide p', 'ou accros aux écrans (2015),', 'Serge Tisseron, psychiatre, se fout de moi.', 'en particulier,', ""les écrans avant l'heure du coucher.""]"
2024,Je viendrai dîner avec mon amie.,A1,['Je viendrai dîner avec mon ami.']
