sentence,A1
"En 1913, moins de 1 travailleur sur 3, dérogations obligent, bénéficie réellement de ces vingt-quatre heures chômées.",0
"Dans la tribu, on n'aime pas les enfants sans père, on dit que ce sont les enfants des mauvais esprits.",0
"Même si je ne suis pas fanatique de fast-food, je ne vois pas pourquoi je ne mangerais pas de pizza et de hamburgers.",0
"Devant la maison, il y a une cour minuscule.",0
"Faits divers, faits divers, alors qu'on est au printemps, faits divers alors qu'on est au printemps - ""d'hiver""",0
Un ami m'a écrit une lettre.,1
"Puis, sortant mon mouton de sa poche, il se plongea dans la contemplation de son trésor.",0
"Ça vous débagoule des raisons, des accusations, des syllogismes, des calomnies, des paroles à rendre fou !",0
La prolifération de la culture sur brûlis a largement dégradé la forêt ivoirienne alors que le Gabon a plus à craindre de l'ouverture de son couvert forestier à l'exploitation industrielle du bois.,0
"Une fois qu'il a tout fini, Théo peut enfin aller jouer et s'amuser avant de dîner avec ses parents.",0
Elle doit être faite avec de l'eau.,0
"Elle rit, alla et vint, se sachant admirée, sentant que sa robe plaquait bien aux endroits nécessaires.",0
Il y a une armoire ?,1
"Pour dissuader ses lycéens de faire les Beaux-arts, l'École du cirque ou un diplôme d'arts du spectacle, un proviseur avait coutume de leur raconter cette histoire.",0
"En Amérique du Nord, LeeAnn Walters, une femme au foyer, a été distinguée pour avoir créé un mouvement citoyen qui a permis de révéler la crise de l'eau contaminée de Flint dans le Michigan",0
"Le jour de la Fête des mères, la tradition consiste le plus souvent à offrir un petit cadeau aux mamans, comme en France.",0
A qui le pacha vient en aide ?,0
Illusion du laid qui est une opinion changeante! Illusion du vrai jamais immuable!,0
Elle met son chapeau et elle va à l'épicerie de quartier.,0
"La lumière tombait si implacable du ciel devenu fixe que l'on aurait voulu se soustraire à son attention, et l'eau dormante ellemême, dont des insectes irritaient perpétuellement le sommeil, rêvant sans doute de quelque Maelstrôm imaginaire, augmentait le trouble où m'avait jeté la vue du flotteur de liège en semblant l'entraîner à toute vitesse sur les étendues silencieuses du ciel reflété ; presque vertical il paraissait prêt à plonger et déjà je me demandais, si, sans tenir compte du désir et de la crainte que j'avais de la connaître, je n'avais pas le devoir de faire prévenir Mlle Swann que le poisson mordait - quand il me fallut rejoindre en courant mon père et mon grand-père qui m'appelaient, étonnés que je ne les eusse pas suivis dans le petit chemin qui monte vers les champs et où ils s'étaient engagés.",0
"Heureusement, par pure modestie, il n'avait pas parlé des diamants donnés par sa mère.",0
"Il accepte les différences, il est tolérant.",0
L'influence du microbiote sur notre comportement a pu être observée.,0
La formation s'achèvera par un contrôle pour savoir si le propriétaire a intégré les connaissances.,0
Le robot a réussi à lancer un forage de dernière minute même si on ne sait pas encore s'il a pu ramener un échantillon de la surface de la comète.,0
Les enfants chantèrent les chansons qu'ils eurent apprises de leur professeur,0
"En clair, les adolescentes souffrent d'un complexe d'infériorité par rapport à leurs comparses masculins, comme l'a montré cette sociologue de l'éducation dans un ouvrage de référence, L'Ecole des filles (L'Harmattan).",0
"Quand j'écoute ma musique, il faut que je l'apprécie et c'est pour ça que je suis exigeant, je crois",0
"Une exposition de soies, de satins et de velours, y épanouissait, dans une gamme souple et vibrante, les tons les plus délicats des fleurs : au sommet, les velours, d'un noir profond, d'un blanc de lait caillé ; plus bas, les satins, les roses, les bleus, aux cassures vives, se décolorant en pâleurs d'une tendresse infinie ; plus bas encore, les soies, toute l'écharpe de l'arc-en-ciel, des pièces retroussées en coques, plissées comme autour d'une taille qui se cambre, devenues vivantes sous les doigts savants des commis ; et, entre chaque motif, entre chaque phrase colorée de l'étalage, courait un accompagnement discret, un léger cordon bouillonné de foulard crème.",0
"La société m'importune, la solitude m'accable.",0
Nous voulons surmonter les obstacles judiciaires et techniques qui nous empêchent d'intercepter les conversations téléphoniques par Skype entre les suspects.,0
Ma mère est allemande et est avocate,1
"Edgar, étincelant de furie, dominait tous les autres de sa voix plus claire.",0
"Il avait toujours accordé, quelquefois prévenu mes demandes à cet égard.",0
"C'est génial, j'ai tout vu avant vous !",0
"Heureusement pour lui, les larmes qui embuaient les yeux de Laurence reflétaient sa joie, tout comme son sourire radieux",0
"Si Dieu le veut Bonjour, Anne!",1
C'est un parc où les gens viennent se promener en famille et entre amis,0
"Dans une grande salle au design épuré, ils sont une cinquantaine d'étudiants de 18 à 34 ans, les yeux rivés sur leur écran d'ordinateur.",0
Je suis venu dès que j'ai appris la nouvelle.,0
"""Comment voulez-vous demander une analyse grammaticale ou parler du pronom relatif à un enfant qui n'emploie que des propositions juxtaposées ?""",0
"Quand on est ado, on se pose des tas de questions.",0
Il a ouvert un gîte de randonneurs en Haute-Savoie.,0
"A 50-55 ans débute la deuxième vie adulte, à laquelle il faudra donner un nom, un statut, un contenu.",0
"Demain, nous nous lèverons tôt et nous nous promènerons dans la les bois situés aux alentours du manoir.",0
"Il faudrait d'abord lui faire visiter un peu les chambres, la salle de restaurant, et le reste.",0
J'espère que cette nouvelle histoire vous a plu.,0
"D'après des témoignages de chefs d'entreprise recueillis dans le Guide France Info Le salarié handicapé dans l'entreprise, ce dernier est un salarié comme les autres, avec en plus, la volonté de s'en sortir .",0
"Doté de 410 millions de dollars, il servira à financer l'adaptation des pays du Sud et le développement d'énergies propres.",0
J'ai faim,1
"On m'a souvent demandé comment j'avais fait pour comprendre Coluche, et ce que je gardais comme souvenir de ce tournage.",0
"On reconnaît alors qu'il recouvre des analyses, des acteurs, des histoires et des pratiques multiples aux finalités complémentaires ou différentes, voire antagonistes.",0
"Je me donnai bientôt, par cette conduite, une grande réputation de légèreté, de persiflage, de méchanceté.",0
"Ma voiture est très écologique, elle roule à l'énergie solaire",0
"Stop : tout d'abord, figurez-vous que les vrais nouveaux pères n'ont aucune envie d'être appelés comme cela.",0
"Puis je me bagarrais avec Daffy, mon canard en peluche, je mâchouillais mon os qui couine ou je chantais à l'unisson avec la radio de la voisine",0
"Le nombre insuffisant de professeurs formés est également un frein pour beaucoup d'adversaires de cette mesure, qui la jugent inapplicable.",0
"Comme toujours, l'histoire peut apporter des enseignements intéressants.",0
Très bien !,1
Va-t'en !,1
Les soeurs de Fabrice entrèrent chez leur mère tandis que comtesse cousait ces diamants dans l'habit de voyage de notre héros ; il rendait à ces pauvres femmes leurs chétifs napoléons.,0
Cet accusé se serait défendu avec l'énergie du condamné.,0
"Comme Monsieur, un informaticien fondateur de la librairie des maths, pour qui ""il y a tellement de manières d'aimer les mathématiques [qu'il propose] de nombreux produits plus ou moins littéraires, plus ou moins ludiques"".",0
Quelle est votre ville d'origine ?,1
Le 8 mai est la fête de la Victoire,0
"En remontant dans le temps, on s'aperçoit que le déclin de la diversité linguistique a été considérablement accéléré par les conquêtes colonialistes européennes qui ont éliminé au moins 15 % des langues parlées à l'époque.",0
"L'extension après 1945 du principe méritocratique à l'ensemble des carrières administratives et économiques supérieures, avec l'École nationale d'administration et le développement des écoles de commerce, aboutit à la mise en place dans les années 1960 du système des grandes écoles tel qu'il existe encore aujourd'hui.",0
"C'est ce qu'a appris Hervé Brassier qui pourrait parler pendant des heures de son chien guide, Indigo : Ce chien m'apporte beaucoup de bonheur.",0
"Delphine, je t'attends au coin de la rue, devant la pharmacie",1
"Par exemple, pour gagner dix pas de terrain sur le lac, près de la fameuse allée de platanes, à côté de la Cadenabia, il faisait construire une digue dont le devis allait à quatre-vingt mille francs.",0
Elle s'est ensuite élargie à d'autres établissements,0
"Ça faisait longtemps que je ne m'étais pas bu une petite bière comme ça, tranquillou.",0
"Son espace virtuel, unique en son genre, fête ses deux ans d'existence, et propose une belle collection d'alternatives au cahier de vacances",0
Je mange à la cantine.,1
"Le comte avait refusé de prendre du service en Autriche ; on fit valoir ce refus, et, quelques mois après la mort de Prina, les mêmes personnages qui avaient payé les assassins obtinrent que le général Pietranera serait jeté en prison.",0
Des troupes armées étrangères sont parfois invitées à défiler aux côtés des armées françaises,0
Les maladies inflammatoires chroniques de l'intestin font parties des priorités de santé publique en gastroentérologie.,0
L'autre élément est que certains enseignants développent un usage pédagogique des outils numériques.,0
Votre lycée français organise chaque année une journée où les familles peuvent venir observer des cours.,0
"Malgré la réticence du gouvernement italien, le gouvernement des États-Unis aurait de son côté manifesté son intérêt à connaître les démarches entreprises par les enquêteurs des 27 pays membres de l'Union européenne.",0
"Mangez avec appétit, car ce soir, nous dînerons en enfer !",0
"Cet indice, basé sur la formule de Herfindahl‐Hirschmann utilisée dans le domaine de l'économie comme mesure de la concentration du marché, représente dans notre cas le degré de fragmentation, ou vice‐versa de consolidation, de la structure institutionnelle des cantons.",0
Je me rends compte que c'est une comédie.,0
"Ellénore n'avait eu jusqu'alors aucune notion de ce sentiment passionné, de cette existence perdue dans la sienne, dont mes fureurs mêmes, mes injustices et mes reproches n'étaient que des preuves plus irréfragables.",0
"Ces derniers auraient engendré des rats mithridatisés, pathologiquement agressifs, dotés d'une formidable force de mâchoire.",0
Je ne trouve pas les livres que j'ai pris à la bibliothèque.,0
"Une carafe d'eau, s'il vous plaît.",1
"Certains, pourtant, haïssent cette béance dans leur agenda, ce vide, ce temps mort.",0
C'est un plaisir de faire votre connaissance.,1
"Sans jamais préciser comment il s'approvisionne en papier, Kassák dessine, prend des notes et surtout écrit des poèmes qu'il envoie aux rédactions de journaux via une amie restée à Budapest.",0
"Mais d'autres n'étaient pas d'accord : Son accent est tellement fort que l'auditeur va oublier ce qu'il dit , La politique est un sujet trop sérieux pour être confié à une intonation aussi chantante , etc.",0
"Ou encore, ce qu'elle préfère : je lui lis des histoires.",0
Le thé est trop chaud pour le boire.,1
Cette épée brûlante rongeait mes cils et fouillait mes yeux douloureux.,0
"Le conducteur, appelé cyclomotoriste, motard ou motocycliste, y est assis à califourchon sur la selle, les mains tiennent le guidon et les pieds sont sur des repose-pieds.",0
"aucune allée n'était praticable, tellement il y avait des arbres couchés partout",0
"Oui, merci, c'est gentil !",0
"Il s'insère ensuite dans un autre réseau, tissé au fur et à mesure du voyage : celui des vagabonds, fait de routes, d'asiles et de rencontres.",0
J'ai 25 ans.,1
Je m'appelle Marie.,1
"Rosa : Oui, merci ! Dites-moi, il y a un concert ce soir ?",0
"L'une de ses dernières initiatives a été la création du festival Best of Doc, dont la première édition avait eu lieu en novembre 2019.",0
"Bonjour, c'est mon dernier jour dans cette école.",1
"Les concierges, en manches de chemise, à cheval sur des chaises en paille, fumaient la pipe sous des portes cochères, et les passants allaient d'un pas accablé, le front nu, le chapeau à la main.",0
"Quand ils s'approchent trop près de la tribu, les femmes leur jettent des pierres et les hommes les chassent.",0
L'éducation est censée préparer la jeune génération à l'avenir.,0
La nouvelle majorité municipale vient de décider de baisser de 500 000 euros la subvention annuelle allouée à l'Opéra de Lyon.,0
Je vais aller prendre du pain à la boulangerie pour le petit-dejeuner.,0
"Pour terminer, n'oubliez pas le maquillage",0
"À mesure que les lumières s'accroissent, l'esprit humain semble s'agrandir et les limites se reculent.",0
J'aime bien faire de l'escalade.,1
Elle a pris plusieurs rendez-vous pour le directeur,0
Mon fils est né ce matin.,1
"Il explora tout le rez-de-chaussée et découvrit un appentis, ou plutôt un petit hangar encombré de vieilles caisses et de deux carcasses de camionnettes.",0
"Il décrivait sa patrie comme une presqu'île desséchée et presque aride, semée pourtant d'oliviers ; mais bien qu'elle fût - il l'avouait lui-même - moins riante et moins fertile que le pays à l'ombre de la forêt, il en parlait avec tant d'amour, que le jeune prince demeurait sous le charme en l'écoutant.",0
"Après lui avoir fait faire une bonne lieue, à pied, dans l'obscurité rendue plus profonde en apparence par le feu des bivouacs qui de toutes parts éclairaient l'horizon, l'adjudant remit Fabrice à un officier de gendarmerie qui, d'un air grave, lui demanda ses papiers.",0
Vous étudiiez sérieusement et vous réussissiez sans le moindre effort de votre part.,0
Tu es très sympa.,1
"Le département a versé une aide financière à tous les lycéens ayant obtenu leur diplôme du baccalauréat avec mention ""très bien"".",0
La compétence fiscale des communes est réduite car elle dépend du droit cantonal.,0
"Enfin, au Moyen-Orient, la Fête des mères a lieu le premier jour du printemps, soit le 21 mars.",0
"Néanmoins, ces observations ont été obtenues en conditions contrôlées, et l'exposition des larves selon un scénario environnementalement réaliste d'ingestion de feuilles de plantes de culture contaminées n'a jamais été encore entrepris.",0
"Il reste au lit un quart d'heure dans le noir avant de se lever, pour faire durer la nuit.",0
"Or, aujourd'hui, c'est un défi massif lancé à notre pays.",0
"On est toujours sur des Zoom meetings, enfin moi, j'ai jamais l'occasion de regarder mon visage quand il est concentré",0
Les importateurs s'engagent aussi à verser un acompte et à privilégier des relations commerciales durables avec les producteurs.,0
De quoi le prince ne se lasse pas ?,0
Tu as pris une douche et tu es allée au lit.,0
"Bref, la démocratie a les tempes blanchies.",0
"Si tu pars en vacances avec nous, je serais ravie.",0
Où irons-nous en vacances l'année prochaine ?,1
"C'est une chance pour lui, il va gagner un peu plus d'argent.",0
Un secrétaire va être embauché par le directeur,0
"En conduisant un véhicule, vous ne pouvez pas téléphoner.",0
"Merci, c'est gentil.",1
Il a pris son parapluie et il est sorti.,0
On peut sortir tous les jours dans les bars ou en boîte,1
"Et grâce à ces nouvelles résolutions encourageantes, je dors bien mieux maintenant !",0
Ils fonderaient ainsi une race de mortels qui feraient renaître sur la terre la grâce des dieux exilés.,0
L'artiste peignit un paysage qu'il eut vu,0
"Le robot Philae s'assoupit sur la comète ""Tchouri"", après une mission historique qui a tenu en haleine et permis de récolter des données qui pourraient aider à comprendre les origines de la vie sur Terre.",0
"Plus d'un s'imposait un quart volontaire dans les barres de perroquet, qui eût maudit une telle corvée en toute autre circonstance.",0
je fais attention.,1
"En fin de scolarité, les garçons ont de meilleurs résultats aux exercices faisant appel à la réflexion.",0
"Dzinkowski, (Dzinkowski, 2000), certaines études estiment que 50 à 90% de la valeur créée par les entreprises provient de l'exploitation de leurs actifs intellectuels",0
Il vit un grand nombre de serpents qui en arrivant près d'un certain rocher le touchaient d'une herbe qu'ils tenaient à la bouche.,0
Pouvez-vous nous donner un peu plus de détails ?,0
Tu bois du vin.,1
"Les jambes sont visiblement instituées pour être chaussées, et nous avons des chaussures.",0
Elle est marquée par une reprise de la polémique sur les Centres d'Aide par le Travail.,0
"Avant, je me disais que ma vie était une tragédie.",0
Donc on modifie complètement la psychologie de l'élève au sein même du groupe classe.,0
Une terreur mêlée d'affection se peignit sur sa figure.,0
"Quand Arthur rentrait enfin, je lui faisais la fête en sautant dans tous les sens, et il me sortions pour notre promenade au parc, caressait derrière les oreilles en ria Ensuite, nous où nous retrouvions quelques amis",0
J'étais obligé d'ouvrir la fenêtre pour respirer ; mon sang me brûlait en circulant dans mes veines.,0
Ces molécules organiques pouvaient être récoltées grâce à l'échantillon au sol (qui devait ensuite être réchauffé avant de pouvoir être analysé) mais pas seulement.,0
"L'ambitieux a les dents longues mais pour réussir, les ambitieux doivent être prudents et persévérants sinon ils peuvent se casser les dents.",0
Avez-vous des déclarations à faire à ce sujet,0
"Non, ne sors pas jouer sans protection !",0
"Au village, il y a les pour et les contre. Mais les enthousiastes sont les plus nombreux.",0
J'ai eu un week-end un peu spécial.,1
Je vais partir.,1
"Quand on est petit, on apprend à marcher dès huit mois.",0
"En deuxième position, les Français font figurer les bonnes manières, puis le sens des responsabilités.",0
"Pour presque chaque pays, on peut en gros dessiner le schéma suivant: la cour est normalement le centre du goût, des manières et des idées venues de France et certaines de ces attitudes sont imitées par les solliciteurs qui gravitent autour de l'aristocratie et le haut personnel domestique.",0
Et fringants.,0
"Le quartier est tranquille et agréable, et pas trop loin de l'Université",1
Et comment le conservatoire finance-t-il la protection du littoral et l'accueil du public ?,0
L'indicateur n'était que de 40% chez les femmes en 2009.,0
"On annonça qu'on avait servi ; j'offris à Ellénore mon bras, qu'elle ne put refuser.",0
"Forcée à admettre que je ne manifestais aucune disposition spéciale, ni talent caché, ma mère finit par conclure, comme tant d'autres mères avant elle, qu'il ne me restait plus qu'une solution: la diplomatie.",0
Le monde se divise en deux catégories: ceux qui ont un pistolet chargé et ceux qui creusent.,0
"D'ailleurs, le souvenir du roman facilitant l'intelligence du libretto, elle suivait l'intrigue phrase à phrase, tandis que d'insaisissables pensées qui lui revenaient, se dispersaient, aussitôt, sous les rafales de la musique.",0
"Celui qui, à 65 ans, apprécie toujours autant ses visites dans les classes, estime que les parents ont parfois trop négligé des choses très simples",0
"Il avait marché brûlant, imprudent et damné, ses paupières frémissant sur ses épaisses prunelles, noires de la douleur d'une participation qui devait, quatre siècles plus tard, faire de lui une victime lorsqu'il sentit dans sa propre gorge l'écho du cri qui avait couru jadis sur la Piazza Montanara : ""Roba Vecchia !"" - la dégradation au prix de laquelle les siens avaient survécu.",0
"Conscient de sa popularité assez faible, il renonce par la suite à briguer un nouveau mandat présidentiel",0
"Dans les thérapies cognitives et comportementales (TCC) destinées aux addictions, on apprend à utiliser des stratégies pour résister aux envies irrépressibles.",0
Les activités ne manquent pas !,1
"Tous les lundis, c'est la même chose",1
"""On s'est alors dit que le terrain commençait à être favorable pour l'informatique"", raconte David Wilgenbus.",0
"De plus, les agences nationales réglementaires de notre pays exigent de nous davantage de qualité, de sécurité et de fiabilité.",0
Vous regardez la télévision.,1
"Cette communauté arctique d'une centaine d'âmes, isolée sur une île de la mer de Beaufort, a répertorié les changements observés depuis le début des années 90 : hivers moins rigoureux, hausse du niveau de la mer, formation de la glace plus tard dans la saison et dégel avancé, fonte du permafrost, arrivée de nouvelles espèces animales (rouges-gorges, saumons).",0
"Ses idées semblaient se faire jour à travers les obstacles, et sortir de cette lutte plus agréables, plus naïves et plus neuves ; car les idiomes étrangers rajeunissent les pensées, et les débarrassent de ces tournures qui les font paraître tour à tour communes et affectées.",0
J'ai bien reçu le lecteur de DVD portable.,1
"Un jour, en sport, je prends le ballon sur le nez.",0
Mais des femmes ayant choisi d'autres disciplines scientifiques reconnaissent qu'elles n'ont même pas envisagé cette possibilité.,0
Je veux prendre rendez-vous pour mon dos.,0
Ça va durer encore longtemps ?,0
"En buvant de l'eau, on aide son corps à trouver son équilibre",0
"Et ça c'est à cause de l'école, parce que l'école les a dégoûtés, ils avaient plus envie d'apprendre ; alors maintenant ils sont dans la rue et ils font n'importe quoi.",0
Cette histoire ne ressemble pas à celle de Vacances romaines.,1
"Le reste, ça ne m'intéresse pas du tout",0
Elle écrit une lettre.,1
Elle voulut parler : je lui demandai de m'écouter.,0
"Puis, quand ils eurent dépassé le bûcheron, celui-ci les rappela pour leur demander s'ils souhaitaient un cheval.",0
"Le brun, aussi appelé marron, est la couleur du café, de la terre et de l'écorce des arbres.",1
"D'autre part, l'échec scolaire croissant des garçons.",0
"Alors, la fusée s'en va.",1
"Ce processus d'homogénéisation s'est renforcé avec l'industrialisation et le progrès scientifique, qui ont imposé de nouveaux modes de communication, rapides, simples et pratiques.",0
"Il peut survenir à toute heure, mais de préférence quand un petit rayon de soleil réchauffe votre ordinateur.",0
"Alors, tout d'abord quel âge avez-vous ?",0
"Pour devenir membre, il suffit de payer la cotisation de la fédération sportive.",0
"On lui avait tout pris, elle se retrouvait seule au monde.",0
"Le directeur financier, sans doute moins heureux qu'il l'affichait, a tout abandonné : son travail, son entreprise, sa vie parisienne et son appartement cossu",0
"On n'en sort pas, et moi, j'en ai marre.",0
Vous avez des petites bouteilles d'eau si vous avez soif.,1
"Voici un extrait de sa conférence à Lannion, le 28 mai 1988",0
Vous devez habiter dans le centre de Limoges ou avoir une voiture.,1
Petits comme grands peuvent ainsi partir à la chasse à l'oeuf,0
"L'invasion des fast food, la percée des cuisines ethniques, les gens qui ne cuisinent plus faute de temps, la perte du goût n'expliquent pas tout.",0
Ils ont décimé les Amérindiens et ont employé des esclaves africains dans leurs mines et leurs plantations.,0
Je souffre de problème de dos.,0
"À midi, c'est l'heure de déjeuner",0
"Et je pense partir et quitter ma maison, car j'élève seule mes trois enfants",0
Bonjour Abdel et merci pour ton message !,1
Lequel des deux assouvit le mieux sa passion ?,0
"Originaire des Saintes, un archipel situé au sud de la Guadeloupe, Gérard-Michel a un parcours pour le moins atypique",0
À la une de l'actualité également la situation en Australie où les autorités évoquent des dégâts considérables au lendemain d'une nouvelle journée d'incendies,0
"Il en résulta en même temps un désir ardent d'indépendance, une grande impatience des liens dont j'étais environné, une terreur invincible d'en former de nouveaux.",0
"L'effondrement de cet ensemble trop immense avait fractionné les routes de l'Ancien Monde, mais laissé des connaissances du lointain (Marco Polo) et des demandes devenues insatisfaites (les épices pour les Occidentaux).",0
Toute défection démocrate doit donc être compensée par un vote républicain.,0
"Que les Japonais, animistes, n'aient cure d'une âme transcendante, ignorent notre mythe et apprécient sans réserves leurs robots confirment l'interprétation proposée.",0
Je m'en vais.,1
"Pour ma part, je préfère parfois voir des changements, que de voir de simples copier-coller qui respectent trop le livre, mais qui, au final, rendent le film inintéressant, sans originalité.",0
Marie est mon amie.,1
"Bon, la première chose bien sûr, il faut être comédien.",1
"Intégrer internet c'est aussi faire un lien entre l'École et la vie réelle des adolescents, tous natifs numériques .",0
"Il n'était pas populaire, bien que le crédit posthume conféré à son père suscitât chez ses accointances le regard particulier, semi-circulaire, de ceux qui, ne voulant pas congratuler sur un pied d'égalité terrestre, accordent néanmoins à la branche en vie (à cause de la mort et de sa sanction) une légère inclinaison de tête, en pardon réminiscent d'une crainte future - salut qui nous est très habituel en présence de ce peuple.",0
On demontre des formules d'addition pour cette section theta qui generalisent en particulier la formule trisecante de fay.,0
La mémoire de l'ordinateur est pleine.,0
Les robots humanoïdes n'en sont qu'à leurs balbutiements.,0
Nous vivons dans une jolie maison avec un grand jardin. Notre quartier est calme et paisible.,0
"Selon le document, le projet pourrait permettre d'améliorer le système d'évaluation grâce à la technologie.",0
Je partirai demain matin à la première heure pour ne pas rater mon avion.,1
"Je te dis à très bientôt pour une rentrée des classes en pleine forme Le matin, Théo se lève à six heures",0
"Au centre de la grotte il y avait un trône , et sur ce trône il y avait un serpent immense.",0
J'ai beaucoup aimé le film sur les abeilles.,0
"Mais il est aussi un descendant de dix-neuvième génération de Dante, ce qui lui confère certaines responsabilités vis-à-vis de son très lointain et très prestigieux aïeul.",0
Vous ne pouvez pas savoir le plaisir que j'ai à vous rencontrer.,0
Il ne passe cependant pas sous silence les difficultés matérielles d'un voyage mené avec les seules ressources de la mendicité.,0
"Selon les services vétérinaires, la moitié des bisons de Yellowstone ont été exposés à la brucellose.",0
La mère et son fils s'installent loin des autres.,0
"En effet, le risque pour un homme comme Calliclès décidant de mener une vie intempérante et désordonnée est de devenir l'esclave de ses propres passions et désirs",0
Les retraités sont sur-représentés dans l'électorat français par rapport aux autres tranches d'âge.,0
Napoléon lui donne un statut militaire en 1804.,0
J'ai adoré le repas,0
Elle est venue voir en bas si ça lui convenait.,1
"Les vins français changent, évoluent, retrouvent l'éclat perdu et innovent tout en plaisant.",0
Faut-il redouter une gérontocratie à la française ?,0
"Lorsqu'elle entendra le réveille-matin, elle se lèvera du lit, elle prendra une douche et elle se dépêchera pour aller au bureau.",0
J'ai éteint le feu.,1
Le serveur : Je vous apporte votre commande !,0
J'en profite pour faire une grasse-matinée et je sors de mon lit à dix heures.,1
"En effet, selon le philosophe Michel Serres, elle a atteint l'homme moderne dans ses facultés.",0
"Com' est l'abréviation de communication, de commandant, de communion, de commerce - le petit com du coin, ainsi de suite.",0
"Il doit faire quelques courses, il compte aussi faire un peu de rangement.",0
C'est un gentil bouledogue qui aime les câlins.,0
Les professeurs d'anglais préparent des cours sur le sujet et participent à sa diffusion auprès de la jeunesse,0
Ça a développé je pense instinctivement et naturellement ma créativité en cuisine,0
"Ce lundi 8 mars, Journée internationale des droits des femmes, les salariés de McDonald's sont à nouveau dans la rue.",0
"J'ai hâte que tu viennes me rendre visite le mois prochain, pour te montrer mes endroits préférés",1
"Mais la femme ne flatte pas seulement la vanité sociale de l'homme ; elle lui permet aussi un orgueil plus intime ; il s'enchante de la domination qu'il exerce sur elle ; aux images naturalistes du soc entaillant le sillon se superposent quand la femme est une personne des symboles plus spirituels ; ce n'est pas seulement érotiquement, c'est moralement, intellectuellement que le mari ""forme"" son épouse ; il l'éduque, la marque, lui impose son empreinte ; une des rêveries auxquelles l'homme se complaît, c'est celle de l'imprégnation des choses par sa volonté, du modelage de leur forme, de la pénétration de leur substance : la femme est par excellence la ""pâte molle"" qui se laisse passivement malaxer et façonner ; tout en cédant elle résiste, ce qui permet à l'action masculine de se perpétuer.",0
Je fais ma toilette et je prends mon petit déjeuner,1
"Au fils des pages, je doutais qu'ils eussent écrit ces lignes et proses de ses propres mains.",0
"Le serveur : Oui, ça commence dans quelques minutes !",0
"Monsieur a été le premier à animer une émission dite ""sérieuse"" à la radio puis à la télévision.",0
"Le 7 mars 1991, 25 000 réfugiés albanais atteignent le port de Brindisi, dans la région des Pouilles.",0
"Oui, ça sera tout ?",1
"Une semaine après le drame, il s'agit de limiter les dégâts",0
"Un battement de ses paupières, et elle me regarda sans me voir, et ce fut la gloire et le printemps et le soleil et la mer tiède et sa transparence près du rivage et ma jeunesse revenue, et le monde était né, et je sus que personne avant elle, ni Adrienne, ni Aude, ni Isolde, ni les autres de ma splendeur et jeunesse, toutes d'elle annonciatrices et servantes.",0
"Maintenant que je le connais, je n'ai plus peur !",0
"Pour conjurer les deux mois de vacances, ils achètent donc leur potion en librairie pour un investissement moyen de 7 euros.",0
"Pendant une heure et demie, Théo peut penser à autre chose qu'à l'école et s'amuser avec ses amis",0
"Aujourd'hui ou demain, des robots seront-ils capables de remplacer les hommes au travail?",0
"Je lui apporte parfois des bonbons, du chocolat ; au début, elle refusait toujours, maintenant, elle les prend, avec un sourire.",0
C'est le but !,0
"Aujourd'hui, le quartier ne compte plus que 15 624 résidents à l'année alors qu'ils étaient 27 470 en 2006.",0
"C'est déjà le lundi, et toute la semaine recommence",0
Ils sont tellement jolis qu'on a décidé d'en apprendre un par coeur.,0
Il y a aussi beaucoup d'avantages à vivre en ville,0
Qui est déjà monté à cheval ?,0
"Et, pour que rien ne brise l'élan dont il va tâcher de la ressaisir, j'écarte tout obstacle, toute idée étrangère, j'abrite mes oreilles et mon attention contre les bruits de la chambre voisine.",0
Tu revis des gens que tu eus connus depuis plusieurs années.,0
"Et toi, quand est-ce que tu rentres à Tours",0
"J'ai 23 ans, je parle chinois, j'aime la lecture !",1
"Thomas Garnier s'occupe de la communication numérique du château de Versailles, et c'est lui qui imagine ces petites vidéos ludiques de plus en plus visibles sur les réseaux sociaux.",0
"Et depuis que nous sommes amis : ""Elle vit d'amour et d'eau fraîche"", ricanent certains dans son dos.",0
"Seuls les membres de la société de personnes ont la qualité de contribuables, ainsi le revenu et la fortune nets de la société sont attribués proportionnellement aux personnes physiques formant la société.",0
"Il faut leur faciliter la tâche, quand même, dans les écarts, dans les rythmes.",0
Le vaccin AstraZeneca est-il en voie de réhabilitation accélérée ?,0
J'ai hâte de la rencontrer.,1
"Exilée en permanence, je passe mes nuits à souder les rails qui mènent à l'identité.",0
"Quand vous voyez toutes ces blessures, tous ces dégâts occasionnés par un cyclone, c'est monumental",0
"Plus généralement, il accompagne le bouillonnement et le désir de communication immédiate de l'adolescence.",0
On cherche aussi d'autres alternatives et ça a commencé comme ça à ce moment-là,0
"C'est pourquoi, il décida de remplacer les habi-tuelles portes automatiques par des portiers en superbe livrée, ce qui donna un caractère très luxueux à cet aéro-port.",0
Il y avait deux enfants de 14 et 11 ans.,0
Elle parle anglais et français et elle étudie l'espagnol,1
Mais cette initiative suscite par ailleurs de nombreuses réticences.,0
"J'ai trop mangé, j'ai mal au ventre.",0
"Lave bien le pot de yaourt, il doit être propre!",1
"Aujourd'hui, avec ma famille (mes parents et mon frère) nous sommes allés au marché de Noël, c'était vraiment incroyable",0
Un choix difficile mais important : le public français écoute souvent les professionnels de Cannes pour choisir le film qu'il va aller voir au cinéma.,0
Et c'est ce plus qui nous différencie des autres écoles informatiques.,0
